celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score_norm,week1_judge2_score_norm,week1_judge3_score_norm,week1_judge4_score_norm,week2_judge1_score_norm,week2_judge2_score_norm,week2_judge3_score_norm,week2_judge4_score_norm,week3_judge1_score_norm,week3_judge2_score_norm,week3_judge3_score_norm,week3_judge4_score_norm,week4_judge1_score_norm,week4_judge2_score_norm,week4_judge3_score_norm,week4_judge4_score_norm,week5_judge1_score_norm,week5_judge2_score_norm,week5_judge3_score_norm,week5_judge4_score_norm,week6_judge1_score_norm,week6_judge2_score_norm,week6_judge3_score_norm,week6_judge4_score_norm,week7_judge1_score_norm,week7_judge2_score_norm,week7_judge3_score_norm,week7_judge4_score_norm,week8_judge1_score_norm,week8_judge2_score_norm,week8_judge3_score_norm,week8_judge4_score_norm,week9_judge1_score_norm,week9_judge2_score_norm,week9_judge3_score_norm,week9_judge4_score_norm,week10_judge1_score_norm,week10_judge2_score_norm,week10_judge3_score_norm,week10_judge4_score_norm,week11_judge1_score_norm,week11_judge2_score_norm,week11_judge3_score_norm,week11_judge4_score_norm
Ted McGinley,Inna Brayer,Actor/Actress,California,United States,50,7,Eliminated Week 1,12,-0.428753761,-0.428753761,0.03572948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Cloris Leachman,Corky Ballas,Actor/Actress,Iowa,United States,82,7,Eliminated Week 6,7,-0.428753761,-1.357720242,-1.357720242,0,-1.648485466,-1.648485466,-1.648485466,0,-1.215895443,-2.103170496,-2.103170496,0,0.524637303,-0.564994019,-0.564994019,0,-1.030114252,-1.030114252,-1.030114252,0,-1.974384936,-1.974384936,-1.974384936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Susan Lucci,Tony Dovolani,Actor/Actress,New York,United States,61,7,Eliminated Week 7,6,-0.428753761,-0.428753761,0.03572948,0,0.294372405,0.294372405,0.294372405,0,-0.32862039,-0.32862039,-0.32862039,0,0.524637303,0.524637303,0.524637303,0,-1.030114252,-1.030114252,-0.114457139,0,0.287183263,0.287183263,-0.466672803,0,-0.156173762,-0.156173762,-0.156173762,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Cody Linley,Julianne Hough,Actor/Actress,Texas,United States,18,7,Eliminated Week 9,4,0.500212721,0.03572948,0.500212721,0,0.294372405,0.294372405,0.294372405,0,-0.32862039,-0.32862039,-0.32862039,0,-0.564994019,0.524637303,0.524637303,0,1.716857086,0.801199973,0.801199973,0,0.287183263,0.287183263,-0.466672803,0,-0.156173762,-1.093216333,-1.093216333,0,-0.790569415,-0.790569415,-0.790569415,0,-0.507092553,-1.183215957,-1.183215957,0,0,0,0,0,,,,
Misty May-Treanor,Maksim Chmerkoskiy,Athlete,California,United States,31,7,Withdrew,10,0.03572948,0.964695961,0.500212721,0,0.294372405,0.294372405,0.294372405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Maurice Greene,Cheryl Burke,Athlete,Kansas,United States,34,7,Eliminated Week 8,5,0.03572948,0.03572948,0.03572948,0,0.294372405,-0.677056531,-0.677056531,0,0.558654663,0.558654663,0.558654663,0,-1.65462534,-0.564994019,-0.564994019,0,0.801199973,0.801199973,0.801199973,0,-0.466672803,-0.466672803,-0.466672803,0,-0.156173762,0.780868809,-0.156173762,0,-0.790569415,-0.790569415,-0.790569415,0,0,0,0,0,0,0,0,0,,,,
Warren Sapp,Kym Johnson,Athlete,Florida,United States,35,7,2nd Place,2,0.500212721,0.500212721,0.964695961,0,1.26580134,1.26580134,1.26580134,0,1.445929716,0.558654663,0.558654663,0,0.524637303,-0.564994019,-0.564994019,0,-0.114457139,-0.114457139,0.801199973,0,0.287183263,1.04103933,0.287183263,0,-1.093216333,-1.093216333,-1.093216333,0,1.58113883,0,0.790569415,0,0.169030851,-0.507092553,-0.507092553,0,-1.016001016,0.127000127,-1.016001016,0,,,,
Jeffrey Ross,Edyta Sliwinska,Comedian,New Jersey,United States,43,7,Eliminated Week 1,13,-2.286686723,-2.286686723,-2.286686723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Toni Braxton,Alec Mazo,Singer/Rapper,Maryland,United States,40,7,Eliminated Week 5,8,0.964695961,0.500212721,1.429179202,0,0.294372405,1.26580134,1.26580134,0,0.558654663,-0.32862039,-0.32862039,0,-0.564994019,-0.564994019,0.524637303,0,-1.030114252,-1.030114252,-0.114457139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Lance Bass,Lacey Schwimmer,Singer/Rapper,Mississippi,United States,29,7,3rd Place,3,0.964695961,-0.428753761,1.429179202,0,0.294372405,-0.677056531,0.294372405,0,0.558654663,-0.32862039,-0.32862039,0,1.614268625,0.524637303,1.614268625,0,-1.030114252,-1.030114252,-1.030114252,0,1.04103933,1.04103933,1.04103933,0,0.780868809,-1.093216333,0.780868809,0,0,-1.58113883,0.790569415,0,2.197401062,0.845154255,1.521277659,0,-1.016001016,-1.016001016,0.127000127,0,,,,
Kim Kardashian,Mark Ballas,TV Personality,California,United States,27,7,Eliminated Week 2,11,-0.428753761,0.03572948,-0.428753761,0,-0.677056531,-0.677056531,-1.648485466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41,7,Eliminated Week 4,9,-0.428753761,-0.893237001,-0.428753761,0,-1.648485466,-0.677056531,-1.648485466,0,-0.32862039,-0.32862039,-1.215895443,0,-1.65462534,-1.65462534,-1.65462534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Brooke Burke,Derek Hough,TV Personality,Connecticut,United States,37,7,1st Place,1,1.429179202,1.429179202,1.893662443,0,1.26580134,1.26580134,1.26580134,0,1.445929716,2.333204769,1.445929716,0,1.614268625,0.524637303,1.614268625,0,1.716857086,0.801199973,1.716857086,0,0.287183263,1.794895397,0.287183263,0,1.717911381,1.717911381,1.717911381,0,1.58113883,0,1.58113883,0,-0.507092553,0.169030851,-0.507092553,0,1.27000127,1.27000127,1.27000127,0,,,,
Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,8,2nd Place,2,1.518777813,1.518777813,1.518777813,0,1.743880277,1.743880277,1.743880277,0,1.07450973,1.07450973,1.07450973,0,1.36833491,1.36833491,1.36833491,0,1.906925178,1.048808848,1.906925178,0,0.829501895,0.165900379,0.829501895,0,0.374165739,0.374165739,0.374165739,0,0.516397779,0.516397779,1.290994449,0,0.84292723,0.140487872,0.84292723,0,1.183215957,1.183215957,1.183215957,0,-0.894427191,1.118033989,-0.894427191,0
Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,8,Eliminated Week 3,12,-0.198101454,-0.198101454,-0.198101454,0,0.162221421,0.162221421,0.162221421,0,-1.135910286,-0.583305282,-1.135910286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,8,Eliminated Week 5,9,-0.198101454,0.66033818,-0.198101454,0,-0.628608007,-1.419437435,-0.628608007,0,0.521904726,0.521904726,0.521904726,0,0.342083727,-0.171041864,-0.171041864,0,-0.667423812,0.190692518,-0.667423812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,8,Eliminated Week 7,7,-0.198101454,-1.056541088,-1.056541088,0,0.162221421,-0.628608007,0.162221421,0,-0.030700278,-0.583305282,-0.030700278,0,-0.171041864,-1.197293046,-0.171041864,0,-1.525540143,-0.667423812,-0.667423812,0,-0.497701137,-0.497701137,0.165900379,0,-1.870828693,-1.870828693,-1.870828693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,8,Eliminated Week 10,4,-1.056541088,-1.914980721,-1.056541088,0,0.162221421,-0.628608007,0.162221421,0,0.521904726,0.521904726,-0.030700278,0,0.855209319,0.342083727,0.342083727,0,-0.667423812,-0.667423812,-0.667423812,0,-1.161302654,-1.161302654,-1.161302654,0,-0.748331477,-0.748331477,-0.748331477,0,0.516397779,-1.032795559,0.516397779,0,-1.966830204,-1.264390846,-1.966830204,0,-1.521277659,-1.521277659,-1.521277659,0,0,0,0,0
Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,8,1st Place,1,1.518777813,1.518777813,0.66033818,0,0.953050849,0.953050849,0.953050849,0,1.07450973,1.07450973,1.07450973,0,0.342083727,0.342083727,0.855209319,0,1.048808848,0.190692518,1.048808848,0,0.165900379,0.829501895,0.829501895,0,0.374165739,0.374165739,1.496662955,0,0.516397779,-1.032795559,0.516397779,0,0.84292723,0.140487872,0.84292723,0,0.507092553,-0.169030851,0.507092553,0,1.118033989,1.118033989,1.118033989,0
Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,8,Eliminated Week 4,10,-1.056541088,-1.914980721,-1.914980721,0,-0.628608007,-1.419437435,-0.628608007,0,-1.68851529,-2.241120293,-2.241120293,0,-1.710418637,-1.710418637,-1.710418637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,8,Eliminated Week 2,13,-0.198101454,-0.198101454,-1.056541088,0,-0.628608007,-0.628608007,-0.628608007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,8,Eliminated Week 8,6,-0.198101454,0.66033818,0.66033818,0,-0.628608007,0.162221421,0.162221421,0,0.521904726,-0.030700278,0.521904726,0,0.342083727,-0.171041864,-0.171041864,0,-0.667423812,0.190692518,0.190692518,0,0.165900379,-0.497701137,0.165900379,0,0.374165739,0.374165739,0.374165739,0,-0.25819889,-0.25819889,-0.25819889,0,0,0,0,0,0,0,0,0,0,0,0,0
Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,8,Eliminated Week 9,5,0.66033818,0.66033818,0.66033818,0,0.953050849,0.162221421,0.953050849,0,0.521904726,0.521904726,1.07450973,0,0.855209319,0.342083727,1.36833491,0,1.048808848,0.190692518,1.048808848,0,1.493103412,0.165900379,1.493103412,0,0.374165739,-0.748331477,0.374165739,0,0.516397779,0.516397779,2.065591118,0,-0.561951487,0.140487872,-0.561951487,0,0,0,0,0,0,0,0,0
Steve-O,Lacey Schwimmer,TV Personality,,England,34,8,Eliminated Week 6,8,-0.198101454,-1.056541088,-0.198101454,0,-1.419437435,-2.210266863,-1.419437435,0,-1.135910286,-1.135910286,-1.135910286,0,-1.197293046,-1.197293046,-1.197293046,0,-1.525540143,-1.525540143,-1.525540143,0,-0.497701137,-2.488505686,-1.82490417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,8,Eliminated Week 4,11,-0.198101454,-0.198101454,-0.198101454,0,-0.628608007,-0.628608007,-0.628608007,0,-1.135910286,-0.583305282,-0.583305282,0,-1.197293046,-0.684167455,-1.197293046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,8,3rd Place,3,1.518777813,0.66033818,1.518777813,0,1.743880277,0.953050849,1.743880277,0,1.07450973,1.07450973,1.07450973,0,1.36833491,0.855209319,1.36833491,0,0.190692518,0.190692518,1.048808848,0,0.829501895,0.829501895,0.829501895,0,1.496662955,0.374165739,1.496662955,0,-1.807392228,-1.807392228,-1.032795559,0,0.84292723,0.84292723,0.84292723,0,-0.169030851,0.507092553,-0.169030851,0,-0.894427191,-0.894427191,-0.894427191,0
Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,California,United States,34,9,Eliminated Week 1,16,-1.16910427,-0.618937555,-1.719270985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,9,Eliminated Week 3,12,-0.252141406,-0.802308121,-0.802308121,0,0,0,0,0,-0.431749658,-1.133342852,-0.431749658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Melissa Joan Hart,Mark Ballas,Actor/Actress,New York,United States,33,9,Eliminated Week 6,9,-0.252141406,-0.252141406,-0.252141406,0,0,-0.955533086,-0.955533086,0,-0.431749658,-0.431749658,0.269843536,0,1.088735426,1.088735426,1.741976681,0,-0.078086881,-0.078086881,-1.249390095,0,-0.764488095,-0.764488095,-1.354236054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,9,Eliminated Week 7,6,0.664766442,0.664766442,0.664766442,0,0,0,0,0,-0.431749658,-0.431749658,-0.431749658,0,0.43549417,-0.217747085,-0.217747085,0,1.093216333,1.093216333,-0.078086881,0,0.808192787,0.808192787,0.218444828,0,-1.959700368,-1.237705496,-1.959700368,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Chuck Liddell,Anna Trebunskaya,Athlete,California,United States,39,9,Eliminated Week 4,11,-0.252141406,-0.802308121,-0.802308121,0,-0.955533086,0,-0.955533086,0,-0.431749658,-1.133342852,-0.431749658,0,-0.870988341,-1.524229596,-0.870988341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Natalie Coughlin,Alec Mazo,Athlete,California,United States,27,9,Eliminated Week 5,10,0.664766442,0.114599727,0.114599727,0,0,0,0,0,1.673029924,0.97143673,1.673029924,0,0.43549417,0.43549417,0.43549417,0,-1.249390095,-0.078086881,-1.249390095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,9,Eliminated Week 6,8,0.114599727,0.664766442,0.114599727,0,-0.955533086,0,-0.955533086,0,0.97143673,-1.133342852,0.269843536,0,-1.524229596,-1.524229596,-0.870988341,0,-1.249390095,-0.078086881,-1.249390095,0,-0.96105109,-0.96105109,-0.96105109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Michael Irvin,Anna Demidova,Athlete,Florida,United States,43,9,Eliminated Week 7,7,-0.802308121,-1.352474836,-1.352474836,0,0,0,-0.955533086,0,-1.133342852,-1.834936046,-1.133342852,0,-1.524229596,-0.870988341,-1.524229596,0,-1.249390095,-1.249390095,-1.249390095,0,-1.747421019,-0.5679251,-1.747421019,0,-0.515710623,-0.515710623,-1.237705496,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Joanna Krupa,Derek Hough,Model,,Poland,30,9,Eliminated Week 9,4,1.581729306,1.581729306,1.581729306,0,-0.955533086,0,0,0,0.269843536,0.97143673,0.97143673,0,1.088735426,0.43549417,1.088735426,0,-0.078086881,-0.078086881,-0.078086881,0,1.004755782,1.594503741,1.594503741,0,0.928279122,0.928279122,1.650273994,0,-0.370999258,-0.370999258,0.423999152,0,0.202085242,0.202085242,0.202085242,0,0,0,0,0,,,,
Kathy Ireland,Tony Dovolani,Model,California,United States,46,9,Eliminated Week 2,14,-0.618937555,-1.16910427,-1.16910427,0,-0.955533086,-0.955533086,-0.955533086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Tom DeLay,Cheryl Burke,Politician,Texas,United States,62,9,Withdrew,13,-0.618937555,-1.16910427,-1.16910427,0,-0.955533086,-0.955533086,-0.955533086,0,-0.431749658,-1.834936046,-1.133342852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,9,Eliminated Week 1,15,-0.618937555,-1.719270985,-1.16910427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21,9,Eliminated Week 8,5,1.031562591,1.581729306,1.031562591,0,1.911066172,1.911066172,1.911066172,0,0.97143673,-0.431749658,0.269843536,0,-0.870988341,-0.870988341,-0.870988341,0,-0.078086881,-0.078086881,-0.078086881,0,0.611570818,1.201318777,0.611570818,0,0.206284249,0.928279122,0.928279122,0,-1.165997668,-0.370999258,-0.370999258,0,0,0,0,0,0,0,0,0,,,,
Mya,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,9,2nd Place,2,1.581729306,-0.068770839,1.581729306,0,1.911066172,1.911066172,1.911066172,0,2.374623118,0.269843536,2.374623118,0,1.741976681,0.43549417,1.741976681,0,1.093216333,1.093216333,1.093216333,0,0.808192787,0.218444828,1.397940746,0,0.206284249,-1.237705496,0.206284249,0,1.218997562,2.013995972,2.013995972,0,0.808113685,1.414142129,2.020352398,0,0.490294329,0.490294329,0.490294329,0,,,,
Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,9,1st Place,1,1.031562591,0.481395876,1.031562591,0,0.955533086,1.911066172,0.955533086,0,0.269843536,0.269843536,0.269843536,0,0.43549417,0.43549417,0.43549417,0,2.264519547,1.093216333,2.264519547,0,0.415007823,0.415007823,0.415007823,0,0.206284249,0.206284249,0.928279122,0,-0.370999258,-1.165997668,-0.370999258,0,-1.616181914,-1.010153471,-1.010153471,0,0.891411413,0.891411413,0.891411413,0,,,,
Kelly Osbourne,Louis van Amstel,TV Personality,,England,24,9,3rd Place,3,0.664766442,1.214933157,1.214933157,0,-0.955533086,0,-0.955533086,0,0.269843536,-0.431749658,0.269843536,0,0.43549417,-0.217747085,0.43549417,0,-0.078086881,-0.078086881,-0.078086881,0,-0.5679251,-1.157673059,-0.5679251,0,0.206284249,0.206284249,0.928279122,0,-1.165997668,-0.370999258,0.423999152,0,-0.404125028,-0.404125028,-0.404125028,0,-1.214543537,-1.214543537,-1.716030152,0,,,,
Aiden Turner,Edyta Sliwinska,Actor/Actress,,England,32,10,Eliminated Week 4,9,-1.113299879,-1.113299879,-1.113299879,0,0.223606798,-0.447213595,-0.447213595,0,0.178318631,-0.585904072,0.178318631,0,-1.143206561,-1.143206561,-1.143206561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,10,Eliminated Week 2,11,-0.27832497,-0.27832497,-0.27832497,0,0.223606798,-0.447213595,0.223606798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,0.556649939,-1.113299879,-0.27832497,0,0.223606798,0.223606798,0.223606798,0,0.178318631,0.178318631,0.178318631,0,-0.726090654,-0.726090654,-0.726090654,0,-0.791334302,-0.791334302,-0.791334302,0,-0.906080594,-0.906080594,-0.906080594,0,-0.427178829,-1.965022613,-1.965022613,0,-1.436529175,-1.436529175,-0.935414347,0,0,0,0,0,0,0,0,0,,,,
Buzz Aldrin,Ashly DelGrosso,Astronaut,New Jersey,United States,80,10,Eliminated Week 3,10,-1.113299879,-1.948274788,-1.113299879,0,-1.788854382,-1.788854382,-1.788854382,0,-1.350126776,-2.114349479,-2.114349479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,-0.27832497,-0.27832497,-0.27832497,0,-0.447213595,-1.118033989,-1.118033989,0,0.178318631,-0.585904072,0.178318631,0,0.525257069,-0.308974746,0.942372976,0,-0.791334302,-0.791334302,-0.791334302,0,0.268461364,0.268461364,0.268461364,0,-0.427178829,1.110664955,-0.427178829,0,-0.935414347,-0.935414347,-0.935414347,0,-1.717911381,-1.717911381,-0.780868809,0,0,0,0,0,,,,
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,1.391624848,0.556649939,1.391624848,0,0.894427191,0.894427191,0.894427191,0,1.706764037,0.942541334,1.706764037,0,1.776604791,0.942372976,1.776604791,0,1.173357758,1.173357758,1.173357758,0,-0.671129919,-0.671129919,-0.671129919,0,1.110664955,1.110664955,1.110664955,0,0.567930139,0.06681531,0.567930139,0,1.093216333,0.156173762,1.093216333,0,0.427646023,-1.175954408,-1.175954408,0,,,,
Pamela Anderson,Damian Whitewood,Model,,Canada,42,10,Eliminated Week 7,6,0.556649939,-0.27832497,1.391624848,0,0.223606798,0.223606798,0.894427191,0,0.178318631,0.178318631,0.178318631,0,0.525257069,0.525257069,1.359488883,0,-0.136436949,-0.791334302,0.518460405,0,-0.201369513,-0.201369513,0.503341567,0,-0.427178829,-0.427178829,-0.427178829,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,2.226599757,0.556649939,2.226599757,0,2.236067977,0.894427191,2.236067977,0,0.942541334,-0.585904072,1.706764037,0,1.359488883,0.942372976,1.359488883,0,1.828255112,1.173357758,1.828255112,0,1.677883525,0.268461364,2.382594605,0,1.110664955,1.110664955,1.110664955,0,1.570159796,1.069044968,1.570159796,0,1.093216333,0.156173762,1.093216333,0,0.908783878,0.908783878,1.710295469,0,,,,
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,0.556649939,0.556649939,0.556649939,0,0.894427191,0.223606798,0.894427191,0,0.942541334,0.178318631,0.942541334,0,-0.308974746,-0.308974746,-0.308974746,0,-0.136436949,-0.136436949,0.518460405,0,1.443003321,0.033581161,1.443003321,0,-0.427178829,-0.427178829,-0.427178829,0,0.06681531,0.567930139,0.567930139,0,0.156173762,-0.780868809,0.156173762,0,0.106983662,-0.855292047,-0.855292047,0,,,,
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,-0.27832497,-1.113299879,-1.113299879,0,-1.118033989,-1.118033989,-1.118033989,0,-1.350126776,-1.350126776,-1.350126776,0,-1.560322468,-1.143206561,-1.143206561,0,-1.446231656,-1.446231656,-1.446231656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,0.556649939,-0.27832497,0.556649939,0,-0.447213595,0.223606798,0.223606798,0,0.178318631,0.178318631,0.178318631,0,-0.308974746,-0.308974746,-0.726090654,0,0.518460405,-0.136436949,0.518460405,0,-1.140960797,-1.140960797,-1.140960797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,11,Eliminated Week 1,12,-1.134921428,-1.134921428,-1.134921428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,11,Eliminated Week 5,8,-0.265619909,-0.265619909,-0.265619909,0,0.271964147,-0.625517537,-0.625517537,0,-0.401931252,-1.498107395,-0.401931252,0,-0.446057505,-0.446057505,-0.800279641,0,-0.56225353,-0.56225353,-0.56225353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,1.47298313,0.603681611,1.47298313,0,1.16944583,0.271964147,0.271964147,0,0.69424489,-0.401931252,0.69424489,0,0.262386768,-0.091835369,-0.091835369,0,0.401609664,-2.48997992,-0.56225353,0,0.351364488,-0.386500937,0.351364488,0,0.658426922,-0.395056153,-1.448539228,-1.448539228,0.845154255,0.211288564,0.845154255,0,1,-1,1,0,0.1714774,-0.857541347,0.1714774,0,,,,
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,1.47298313,1.47298313,1.47298313,0,1.16944583,1.16944583,1.16944583,0,0.69424489,0.69424489,0.69424489,0,2.033497449,1.679275313,2.033497449,0,0.401609664,0.401609664,1.365472859,0,-0.632431483,0.105433942,0.105433942,0,1.711909997,0.658426922,0.658426922,0.658426922,0.845154255,0.845154255,0.845154255,0,1,1,1,0,1.200496148,1.200496148,1.200496148,0,,,,
Rick Fox,Cheryl Burke,Athlete,,Canada,41,11,Eliminated Week 7,6,1.47298313,0.603681611,0.603681611,0,0.271964147,0.271964147,0.271964147,0,0.69424489,0.69424489,0.69424489,0,-0.446057505,0.262386768,-0.091835369,0,0.401609664,0.401609664,0.401609664,0,0.105433942,0.105433942,0.105433942,0,0.658426922,-0.395056153,-0.395056153,-0.395056153,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,0.603681611,-1.134921428,0.603681611,0,0.271964147,0.271964147,0.271964147,0,0.69424489,0.69424489,-0.401931252,0,-0.446057505,-0.800279641,-0.800279641,0,0.401609664,0.401609664,0.401609664,0,-1.862231787,-1.862231787,-1.862231787,0,1.711909997,-0.395056153,-0.395056153,-0.395056153,-1.056442818,-1.056442818,-1.056442818,0,0,0,0,0,0,0,0,0,,,,
Margaret Cho,Louis van Amstel,Comedian,California,United States,41,11,Eliminated Week 3,10,-1.134921428,-1.134921428,-1.134921428,0,-0.625517537,-0.625517537,-0.625517537,0,-1.498107395,-1.498107395,-1.498107395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Michael Bolton,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,11,Eliminated Week 2,11,-0.265619909,-1.134921428,-1.134921428,0,-2.420480905,-1.522999221,-3.317962589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,0.603681611,1.47298313,1.47298313,0,0.271964147,0.271964147,0.271964147,0,0.69424489,0.69424489,0.69424489,0,0.97083104,0.97083104,0.97083104,0,1.365472859,1.365472859,1.365472859,0,1.089229913,1.827095338,1.827095338,0,0.658426922,0.658426922,1.711909997,0.658426922,0.211288564,0.845154255,1.479019946,0,0,0,0,0,0,0,0,0,,,,
