celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score_norm,week1_judge2_score_norm,week1_judge3_score_norm,week1_judge4_score_norm,week2_judge1_score_norm,week2_judge2_score_norm,week2_judge3_score_norm,week2_judge4_score_norm,week3_judge1_score_norm,week3_judge2_score_norm,week3_judge3_score_norm,week3_judge4_score_norm,week4_judge1_score_norm,week4_judge2_score_norm,week4_judge3_score_norm,week4_judge4_score_norm,week5_judge1_score_norm,week5_judge2_score_norm,week5_judge3_score_norm,week5_judge4_score_norm,week6_judge1_score_norm,week6_judge2_score_norm,week6_judge3_score_norm,week6_judge4_score_norm,week7_judge1_score_norm,week7_judge2_score_norm,week7_judge3_score_norm,week7_judge4_score_norm,week8_judge1_score_norm,week8_judge2_score_norm,week8_judge3_score_norm,week8_judge4_score_norm,week9_judge1_score_norm,week9_judge2_score_norm,week9_judge3_score_norm,week9_judge4_score_norm,week10_judge1_score_norm,week10_judge2_score_norm,week10_judge3_score_norm,week10_judge4_score_norm,week11_judge1_score_norm,week11_judge2_score_norm,week11_judge3_score_norm,week11_judge4_score_norm,avg_judge_score,std_judge_score,min_judge_score,max_judge_score,score_range,score_trend,score_improvement,avg_judge_disagreement,max_judge_disagreement,performance_consistency,n_weeks_with_scores,total_judge_scores,score_trend_r2
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,0.603681611,-1.134921428,0.603681611,0.0,0.271964147,0.271964147,0.271964147,0.0,0.69424489,0.69424489,-0.401931252,0.0,-0.446057505,-0.800279641,-0.800279641,0.0,0.401609664,0.401609664,0.401609664,0.0,-1.862231787,-1.862231787,-1.862231787,0.0,1.711909997,-0.395056153,-0.395056153,-0.395056153,-1.056442818,-1.056442818,-1.056442818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-0.28784709236,0.9221220598072374,-1.862231787,1.711909997,3.574141784,-0.16374955976785713,-1.0805900826666668,0.319970656294867,1.1098265893114554,0.8163425985229803,8,25,0.2414163133310442
Margaret Cho,Louis van Amstel,Comedian,California,United States,41,11,Eliminated Week 3,10,-1.134921428,-1.134921428,-1.134921428,0.0,-0.625517537,-0.625517537,-0.625517537,0.0,-1.498107395,-1.498107395,-1.498107395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-1.08618212,0.3796066106965415,-1.498107395,-0.625517537,0.8725898579999999,-0.18159298349999997,-0.36318596699999994,0.0,0.0,0.4383319577436194,3,9,0.1716294685010452
Michael Bolton,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,11,Eliminated Week 2,11,-0.265619909,-1.134921428,-1.134921428,0.0,-2.420480905,-1.522999221,-3.317962589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-1.63281758,1.080483032242687,-3.317962589,-0.265619909,3.0523426799999998,-1.5753266499999996,-1.5753266499999996,0.5286842083803558,0.8054733731154757,1.113924156798887,2,6,0.9999999999999998
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,0.603681611,1.47298313,1.47298313,0.0,0.271964147,0.271964147,0.271964147,0.0,0.69424489,0.69424489,0.69424489,0.0,0.97083104,0.97083104,0.97083104,0.0,1.365472859,1.365472859,1.365472859,0.0,1.089229913,1.827095338,1.827095338,0.0,0.658426922,0.658426922,1.711909997,0.658426922,0.211288564,0.845154255,1.479019946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.9769304318400001,0.49889423039610525,0.211288564,1.827095338,1.615806774,0.04688170884226189,-0.33806170199999996,0.13907740004210217,0.40178571422690745,0.4063560224729887,8,25,0.07986283369316188
The Situation,Karina Smirnoff,TV Personality,New York,United States,28,11,Eliminated Week 4,9,-1.134921428,-1.134921428,-1.134921428,0.0,-0.625517537,-0.625517537,-0.625517537,0.0,-0.401931252,-1.498107395,-0.401931252,0.0,-1.154501778,-1.508723914,-1.508723914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-0.9796030333333334,0.423758567397681,-1.508723914,-0.401931252,1.106792662,-0.09089910846666667,-0.25572844066666667,0.11058962150956321,0.4005340454941187,0.34810081327042447,4,12,0.1136469856749728
Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,Eliminated Week 6,7,-0.265619909,0.603681611,-0.265619909,0.0,1.16944583,1.16944583,0.271964147,0.0,0.69424489,1.790421033,1.790421033,0.0,0.97083104,0.616608904,0.616608904,0.0,-0.56225353,0.401609664,0.401609664,0.0,0.597295034,0.597295034,0.597295034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.6219602391111112,0.6257607092679869,-0.56225353,1.790421033,2.352674563,-0.005557062761904774,0.5731477696666666,0.21207034549208129,0.4005340454941189,0.52357462146134,6,18,0.0003942770269315735
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,-0.265619909,-0.265619909,-0.265619909,0.0,0.271964147,1.16944583,0.271964147,0.0,-1.498107395,-1.498107395,-0.401931252,0.0,-1.154501778,-0.800279641,-0.800279641,0.0,-1.526116725,-1.526116725,-1.526116725,0.0,-0.140570391,-0.878435816,-0.140570391,0.0,-0.395056153,-1.448539228,-1.448539228,-1.448539228,-1.690308509,-1.056442818,-1.056442818,0.0,-2.0,-1.0,-1.0,0.0,-1.371973549,-0.342954801,-1.371973549,0.0,,,,,-0.8582383664193548,0.715962242959305,-2.0,1.16944583,3.16944583,-0.12446827940858586,-0.7633473906666666,0.19900098185000442,0.40053404549411875,0.6385787359495434,10,31,0.3482570409410033
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,1.521217461,1.521217461,1.521217461,0.0,0.491869377,0.491869377,0.491869377,0.0,-0.134534559,-0.134534559,-0.134534559,0.0,0.427178829,0.427178829,1.580561667,0.0,-0.102597835,-1.333771858,-1.333771858,0.0,-0.722315119,-0.722315119,-0.722315119,0.0,2.162273118,1.218735758,-0.668338964,0.275198397,-2.055270768,-2.055270768,-1.174440439,0.0,-1.157940709,-1.157940709,-1.157940709,0.0,0.0,0.0,0.0,0.0,,,,,-0.09419451925000004,1.1547643047275207,-2.055270768,2.162273118,4.217543886,-0.2874695734583334,-2.67915817,0.2990095285026962,1.4837712517278698,1.0878931268193828,9,28,0.5236879327736816
Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3rd Place,3,0.640512615,0.640512615,0.640512615,0.0,-0.590243252,-1.672355881,0.491869377,0.0,-0.134534559,0.874474632,0.874474632,0.0,1.580561667,0.427178829,1.580561667,0.0,1.128576187,-0.102597835,1.128576187,0.0,1.805787796,0.541736339,0.541736339,0.0,0.275198397,1.218735758,-0.668338964,0.275198397,0.58722022,0.58722022,1.468050549,0.0,1.427229246,1.427229246,1.750375491,0.0,1.016034196,-0.127132855,1.016034196,0.0,,,,,0.6661417440967742,0.7776186982314444,-1.672355881,1.805787796,3.4781436770000003,0.08498281179797981,-0.0055341026666667625,0.4314184092090779,1.1709677418412918,0.569630070100654,10,31,0.2040270816380551
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,1.521217461,0.640512615,1.521217461,0.0,0.491869377,-0.590243252,0.491869377,0.0,-0.134534559,-0.134534559,-0.134534559,0.0,-0.726204009,-0.726204009,0.427178829,0.0,-0.102597835,-1.333771858,-0.102597835,0.0,-0.722315119,0.541736339,0.541736339,0.0,0.275198397,-1.611876325,-1.611876325,0.275198397,-0.29361011,0.58722022,0.58722022,0.0,-0.51164822,-0.51164822,-0.51164822,0.0,-1.269957024,-1.269957024,-1.269957024,0.0,,,,,-0.18282390496774192,0.8323085041018383,-1.611876325,1.521217461,3.133093786,-0.15262932646868688,-2.497606203,0.3575809792881109,1.1870170021371258,0.6721966319410806,10,31,0.47260112424104667
Hines Ward,Kym Johnson,Athlete,,South Korea,35,12,1st Place,1,0.640512615,0.640512615,0.640512615,0.0,1.573982006,0.491869377,1.573982006,0.0,1.883483823,0.874474632,0.874474632,0.0,1.580561667,0.427178829,0.427178829,0.0,1.128576187,1.128576187,1.128576187,0.0,0.541736339,0.541736339,0.541736339,0.0,0.275198397,0.275198397,0.275198397,2.162273118,0.58722022,0.58722022,0.58722022,0.0,0.134644269,0.134644269,0.134644269,0.0,1.016034196,-0.127132855,1.016034196,0.0,,,,,0.7644535011935482,0.5484930879227471,-0.127132855,2.162273118,2.289405973,-0.0696912339489899,-0.0055341026666667625,0.24989928062755523,0.8902627506593069,0.3408472936145288,10,31,0.3832198949763015
Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,12,Eliminated Week 4,9,-0.240192231,-1.120897077,-0.240192231,0.0,-0.590243252,-1.672355881,-0.590243252,0.0,-0.134534559,-1.14354375,-0.134534559,0.0,-0.726204009,-0.726204009,-0.726204009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-0.6704457349166667,0.4668444989709054,-1.672355881,-0.134534559,1.537821322,-0.009725398233333354,-0.1924434960000001,0.24705902626097087,0.3903225806137639,0.21625844577613507,4,12,0.0033706788985245015
Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,12,Eliminated Week 6,7,0.640512615,-0.240192231,-0.240192231,0.0,1.573982006,0.491869377,1.573982006,0.0,-0.134534559,-0.134534559,-0.134534559,0.0,0.427178829,-0.726204009,0.427178829,0.0,1.128576187,-0.102597835,1.128576187,0.0,-1.986366576,-0.722315119,-1.986366576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.05466765455555553,1.017094879613022,-1.986366576,1.573982006,3.560348582,-0.26857106041904766,-1.6183921413333335,0.35502868316631053,0.5326086953146076,0.9425444181328096,6,18,0.2841730055167581
Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,12,Eliminated Week 5,8,-0.240192231,-0.240192231,-0.240192231,0.0,-0.590243252,-0.590243252,-0.590243252,0.0,0.874474632,1.883483823,0.874474632,0.0,0.427178829,-0.726204009,0.427178829,0.0,-1.333771858,-1.333771858,-0.102597835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-0.10005741760000002,0.8703753626649685,-1.333771858,1.883483823,3.217255681,-0.0733415437,-0.683188286,0.25761206622836086,0.5052631583033349,0.8180069857482295,5,15,0.020096761437683915
Mike Catherwood,Lacey Schwimmer,Radio Personality,California,United States,32,12,Eliminated Week 2,11,-1.120897077,-2.001601923,-2.001601923,0.0,-0.590243252,-1.672355881,-0.590243252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-1.3294905513333335,0.656887875183038,-2.001601923,-0.590243252,1.411358671,0.7570861793333333,0.7570861793333333,0.32443479460152924,0.3903225806137639,0.5353407713492145,2,6,1.0
Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,12,Eliminated Week 8,5,0.640512615,-0.240192231,-0.240192231,0.0,0.491869377,1.573982006,1.573982006,0.0,-0.134534559,-1.14354375,-0.134534559,0.0,-0.726204009,0.427178829,0.427178829,0.0,1.128576187,-0.102597835,1.128576187,0.0,1.805787796,0.541736339,0.541736339,0.0,-0.668338964,0.275198397,-1.611876325,-0.668338964,-0.29361011,0.58722022,-0.29361011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.1954384592,0.8537645361090874,-1.611876325,1.805787796,3.417664121,-0.057194950634920645,-0.05337605100000001,0.4152084757487359,0.5935085010685629,0.671880433963713,8,25,0.04347930978754731
Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,12,Eliminated Week 3,10,-1.120897077,-2.001601923,-1.120897077,0.0,-0.590243252,-1.672355881,-0.590243252,0.0,-2.152552941,-2.152552941,-2.152552941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-1.5059885872222223,0.6615528159396014,-2.152552941,-0.590243252,1.5623096890000001,-0.36904379100000007,-0.7380875820000001,0.21628986306768616,0.3903225806137639,0.6060085048653486,3,9,0.37085007179186646
Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,12,Eliminated Week 7,6,-0.240192231,-0.240192231,-0.240192231,0.0,0.491869377,-0.590243252,-0.590243252,0.0,0.874474632,-0.134534559,0.874474632,0.0,-1.879586847,-1.879586847,-1.879586847,0.0,-0.102597835,-1.333771858,-1.333771858,0.0,-0.722315119,-0.722315119,0.541736339,0.0,-0.668338964,-0.668338964,-0.668338964,0.275198397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-0.49256334549999997,0.8235050067987105,-1.879586847,0.874474632,2.7540614789999998,-0.0778984682708333,-0.19226239274999998,0.28430380554513474,0.5326086961573087,0.7466505335425583,7,22,0.05079604014284
Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,,Italy,33,13,Eliminated Week 2,11,-1.073930965,-1.073930965,-1.073930965,0.0,0.327692768,0.327692768,0.327692768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-0.3731190985000001,0.767700935698698,-1.073930965,0.327692768,1.401623733,1.401623733,1.401623733,0.0,0.0,0.9910976462763029,2,6,1.0
David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,13,Eliminated Week 7,6,-0.029025161,-0.029025161,-0.029025161,0.0,-1.024039901,-1.024039901,-1.024039901,0.0,0.11496025,0.11496025,0.11496025,0.0,0.268437746,-0.766964989,0.268437746,0.0,0.176776695,1.237436867,0.176776695,0.0,0.070977344,-0.674284769,0.070977344,0.0,-0.242535625,-1.115663875,-0.242535625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-0.17078470866666665,0.5800355058432348,-1.115663875,1.237436867,2.353100742,0.0212465455357143,-0.504553214,0.16737273248256365,0.3750000001556898,0.49360383946487857,7,21,0.008646221944232113
Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,13,3rd Place,3,1.015880642,-0.029025161,1.015880642,0.0,1.679425437,0.327692768,1.679425437,0.0,1.264562748,1.264562748,1.264562748,0.0,2.339243216,1.303840481,2.339243216,0.0,0.176776695,0.176776695,0.176776695,0.0,1.56150157,0.816239457,1.56150157,0.0,1.503720875,0.630592625,1.503720875,0.0,-0.154074243,-0.154074243,0.423704169,0.0,0.784755783,1.194190023,1.194190023,0.0,-0.432936921,-0.432936921,-0.432936921,0.0,,,,,0.8520927576,0.7940881244600052,-0.432936921,2.339243216,2.772180137,-0.11176243347878788,-1.1005156286666666,0.1936767005836441,0.6090604028139545,0.730630588149487,10,30,0.2144901917917219
J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,13,1st Place,1,2.060786446,1.015880642,1.015880642,0.0,0.327692768,0.327692768,1.679425437,0.0,1.264562748,0.11496025,1.264562748,0.0,0.268437746,1.303840481,1.303840481,0.0,1.237436867,1.237436867,2.298097039,0.0,1.56150157,0.816239457,1.56150157,0.0,0.630592625,-1.115663875,-0.242535625,0.0,1.579260992,1.579260992,1.579260992,0.0,-0.30704156,-0.7164758,-0.30704156,0.0,-0.432936921,-1.732267311,2.164944418,0.0,,,,,0.7779711297999999,1.008916142011969,-1.732267311,2.298097039,4.03036435,-0.12862479984242423,-1.3642691813333332,0.7086839333091834,3.9375843624261924,0.7538976008808044,10,30,0.26683091193553826
Metta World Peace (Ron),Peta Murgatroyd,Athlete,New York,United States,31,13,Eliminated Week 1,12,-1.073930965,-2.118836768,-1.073930965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-1.4222328993333333,0.603276646639852,-2.118836768,-1.073930965,1.044905803,0.0,0.0,0.36394271238102494,0.36394271238102494,0.0,1,3,0.0
Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,13,Eliminated Week 9,4,1.015880642,1.015880642,1.015880642,0.0,-1.024039901,0.327692768,-1.024039901,0.0,0.11496025,0.11496025,0.11496025,0.0,0.268437746,0.268437746,0.268437746,0.0,0.176776695,0.176776695,0.176776695,0.0,-0.674284769,-1.419546882,-0.674284769,0.0,0.630592625,-0.242535625,0.630592625,0.0,-0.154074243,0.423704169,-0.154074243,0.0,-1.39892079,-1.39892079,-1.39892079,0.0,0.0,0.0,0.0,0.0,,,,,-0.10455164877777777,0.7653974882263446,-1.419546882,1.015880642,2.4354275239999996,-0.14275378300555555,-2.414801432,0.1288436170309775,0.6090604028139546,0.7334984970163405,9,27,0.2840782989459138
Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,13,Eliminated Week 4,9,2.060786446,1.015880642,1.015880642,0.0,0.327692768,0.327692768,0.327692768,0.0,0.11496025,1.264562748,1.264562748,0.0,-0.766964989,-0.766964989,-0.766964989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.45156806774999997,0.9126490102918113,-0.766964989,2.060786446,2.8277514349999997,-0.5839773549666667,-2.1311475656666667,0.20111783688672716,0.4405286344692799,0.9161069612926112,4,12,0.6772490374912685
Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,13,Eliminated Week 3,10,1.015880642,-0.029025161,-0.029025161,0.0,1.679425437,0.327692768,0.327692768,0.0,0.11496025,0.11496025,0.11496025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.4041691158888889,0.5742829013940626,-0.029025161,1.679425437,1.708450598,-0.10215826166666665,-0.20431652333333333,0.32433437173165974,0.6090604028139543,0.33970589639635396,3,9,0.09043589030077023
Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,13,Eliminated Week 5,8,-0.029025161,-1.073930965,-0.029025161,0.0,-1.024039901,-1.024039901,-1.024039901,0.0,0.11496025,-1.034642248,0.11496025,0.0,-0.766964989,-1.802367724,-0.766964989,0.0,-1.944543648,-1.944543648,-0.883883476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-0.8745394141333332,0.6914975616517995,-1.944543648,0.11496025,2.059503898,-0.25153856563333327,-1.2136631616666664,0.3073648577835517,0.4405286344692798,0.5492961944578006,5,15,0.5242470416237894
Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,13,Eliminated Week 6,7,-0.029025161,-1.073930965,-0.029025161,0.0,-1.024039901,-2.37577257,-1.024039901,0.0,-2.184244746,-2.184244746,-2.184244746,0.0,-0.766964989,-0.766964989,-0.766964989,0.0,-0.883883476,-0.883883476,-0.883883476,0.0,-0.674284769,-1.419546882,-1.419546882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-1.1430273236111108,0.6981292192904258,-2.37577257,-0.029025161,2.3467474090000002,-0.022271820257142815,-0.7937990819999998,0.19302360915266523,0.6090604028139545,0.6308328677881873,6,18,0.004362654741353055
Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,13,Eliminated Week 8,5,-1.073930965,-1.073930965,-0.029025161,0.0,-1.024039901,1.679425437,0.327692768,0.0,-1.034642248,-1.034642248,-1.034642248,0.0,-0.766964989,-0.766964989,-0.766964989,0.0,-0.883883476,-0.883883476,0.176776695,0.0,0.816239457,-0.674284769,0.070977344,0.0,-1.115663875,-1.988792125,-1.115663875,0.0,-1.309631067,-1.887409479,-1.309631067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-0.695978342125,0.8286156394412255,-1.988792125,1.679425437,3.6682175619999997,-0.1256507996468254,-0.7765948406666667,0.4358666436852169,1.8271812084418635,0.6480014290603041,8,24,0.22559519055437588
Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,13,2nd Place,2,-0.029025161,-1.073930965,-1.073930965,0.0,0.327692768,0.327692768,0.327692768,0.0,0.11496025,0.11496025,0.11496025,0.0,0.268437746,0.268437746,0.268437746,0.0,1.237436867,0.176776695,0.176776695,0.0,0.070977344,-0.674284769,-0.674284769,0.0,1.503720875,-0.242535625,0.630592625,0.0,-0.154074243,-0.154074243,-0.154074243,0.0,1.057684647,0.648250408,0.648250408,0.0,0.433023525,0.433023525,0.433023525,0.0,,,,,0.1784198149333334,0.5798071663714001,-1.073930965,1.503720875,2.5776518399999997,0.07522558216565658,1.1586525553333333,0.17423129918942923,0.7623529409480625,0.48168255149911193,10,30,0.22357370533886306
William Levy,Cheryl Burke,Actor/Actress,,Cuba,31,14,3rd Place,3,0.625543242,0.625543242,0.625543242,0.0,1.432078021,-0.442642297,1.432078021,0.0,0.784151527,0.784151527,2.30632802,0.0,-0.908445381,-0.908445381,0.276483377,0.0,1.406261033,0.580846948,1.406261033,0.0,0.75860312,0.151734784,1.365471455,0.0,0.429477845,-0.390434405,0.429477845,0.0,0.780868809,0.780868809,0.780868809,0.0,-0.242535625,-0.242535625,1.212678125,0.0,0.534522484,-1.870828693,0.534522484,0.0,,,,,0.5012832131666667,0.8504508141337191,-1.870828693,2.30632802,4.1771567130000005,-0.0782100323818182,-0.8928044836666666,0.586581569676588,1.9285714282317616,0.585095738827122,10,30,0.16378815849971873
Jack Wagner,Anna Trebunskaya,Actor/Actress,Missouri,United States,52,14,Eliminated Week 3,11,0.625543242,-0.625543242,0.625543242,0.0,-0.442642297,-0.442642297,-0.442642297,0.0,-0.738024966,-0.738024966,-0.738024966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-0.3240509496666667,0.5534743717660972,-0.738024966,0.625543242,1.363568208,-0.47326968999999997,-0.9465393799999999,0.17391304338305358,0.5217391301491607,0.48428517447826913,3,9,0.9550256472881478
Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,14,Eliminated Week 4,10,0.625543242,-0.625543242,0.625543242,0.0,0.494717862,-0.442642297,0.494717862,0.0,-0.738024966,-0.738024966,-0.738024966,0.0,-0.908445381,-0.908445381,-0.908445381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-0.31392286433333333,0.6596574577334144,-0.908445381,0.625543242,1.533988623,-0.4271168826666667,-1.116959795,0.20365512151066562,0.5217391301491607,0.592301218871605,4,12,0.866676404987709
Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,14,Eliminated Week 7,7,1.876629727,0.625543242,1.876629727,0.0,-0.442642297,-0.442642297,0.494717862,0.0,0.784151527,-0.738024966,-0.738024966,0.0,0.276483377,-0.908445381,-0.908445381,0.0,-0.244567136,-0.244567136,-0.244567136,0.0,1.163141552,0.556273217,1.163141552,0.0,0.429477845,-1.210346655,-0.390434405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.1301658034285714,0.8984246286393124,-1.210346655,1.876629727,3.086976382,-0.12078422178571427,-1.8500353036666666,0.4071426841492011,0.7723404252805931,0.7616990762187488,7,21,0.11734385027953743
Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,14,Eliminated Week 8,6,0.625543242,-0.625543242,0.625543242,0.0,1.432078021,0.494717862,1.432078021,0.0,-0.738024966,-0.738024966,0.784151527,0.0,1.461412135,0.276483377,1.461412135,0.0,0.580846948,-0.244567136,0.580846948,0.0,-1.26433179,-0.657463454,-0.657463454,0.0,1.249390095,-1.210346655,-0.390434405,0.0,0.780868809,-0.156173762,0.780868809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.24516113920833335,0.8784842215191982,-1.26433179,1.461412135,2.7257439249999997,-0.08347397544841269,0.26000687133333333,0.5332657477740369,1.5685975613001462,0.6625219553290586,8,24,0.0952473485953869
Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,14,Eliminated Week 8,5,-0.625543242,-1.876629727,-0.625543242,0.0,-0.442642297,-1.380002456,-0.442642297,0.0,-0.738024966,-0.738024966,-0.738024966,0.0,-0.908445381,0.276483377,-0.908445381,0.0,-1.069981221,-1.069981221,-1.069981221,0.0,-0.455133551,-0.455133551,-0.455133551,0.0,-1.210346655,-2.030258905,-1.210346655,0.0,-1.093216333,-1.093216333,-1.093216333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-0.8938929614166667,0.48802146327741514,-2.030258905,0.276483377,2.306742282,-0.04410860668253967,-0.05064426266666655,0.1883405716610686,0.5217391309832184,0.34256349231929184,8,24,0.0994754183276424
Martina Navratilova,Tony Dovolani,Athlete,,Czechoslovakia,55,14,Eliminated Week 2,12,-0.625543242,-1.876629727,-0.625543242,0.0,-1.380002456,-2.317362615,-1.380002456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-1.3675139563333332,0.6727204990806899,-2.317362615,-0.625543242,1.691819373,-0.6498837719999999,-0.6498837719999999,0.4073102434383601,0.5217391309832184,0.4595372221642921,2,6,1.0
